region,site,date,transect,depth_m,survey_l_m,survey_w_m,species,phase,size_cm,count,a,b,size_cm_est,weight_g
Bonaire,Cliff,2019-09-07,1,17.1,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Cliff,2019-09-07,1,17.1,17,5,Scarus taeniopterus,IP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Cliff,2019-09-07,1,17.1,17,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Cliff,2019-09-07,1,17.1,17,5,Sparisoma viride,IP,19,1,0.025067,2.9214,19,136.4121742
Bonaire,Cliff,2019-09-07,1,17.1,17,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Cliff,2019-09-07,2,11,17,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Cliff,2019-09-07,2,11,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Cliff,2019-09-07,2,11,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Cliff,2019-09-07,2,11,17,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Cliff,2019-09-07,2,11,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Cliff,2019-09-07,2,11,17,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Cliff,2019-09-07,2,11,17,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Cliff,2019-09-07,2,11,17,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Cliff,2019-09-07,3,11.3,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Cliff,2019-09-07,3,11.3,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Cliff,2019-09-07,3,11.3,17,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Cliff,2019-09-07,3,11.3,17,5,Sparisoma viride,TP,31,1,0.025067,2.9214,31,570.1201798
Bonaire,Cliff,2019-09-07,3,11.3,17,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Cliff,2019-09-07,3,11.3,17,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Bachelor's Beach,2019-09-09,1,9.4,16,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Bachelor's Beach,2019-09-09,1,9.4,16,5,Sparisoma viride,IP,21,1,0.025067,2.9214,21,182.7400791
Bonaire,Bachelor's Beach,2019-09-09,1,9.4,16,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Bachelor's Beach,2019-09-09,1,9.4,16,5,Scarus vetula,IP,15,1,0.01445,3.03,15,52.89618637
Bonaire,Bachelor's Beach,2019-09-09,1,9.4,16,5,Scarus taeniopterus,IP,21,1,0.144378,2.3852,21,205.7114584
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Scarus vetula,IP,23,1,0.01445,3.03,23,193.1537705
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Sparisoma viride,IP,24,1,0.025067,2.9214,24,269.9302038
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Sparisoma viride,IP,24,1,0.025067,2.9214,24,269.9302038
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Scarus vetula,TP,34,1,0.01445,3.03,34,631.3191538
Bonaire,Bachelor's Beach,2019-09-09,2,9.1,16,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Bachelor's Beach,2019-09-09,3,9.4,17,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Bachelor's Beach,2019-09-09,3,9.4,17,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Bachelor's Beach,2019-09-09,3,9.4,17,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
Bonaire,Bachelor's Beach,2019-09-09,3,9.4,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Bachelor's Beach,2019-09-09,3,9.4,17,5,Scarus taeniopterus,TP,23,1,0.144378,2.3852,23,255.56081
Bonaire,Bachelor's Beach,2019-09-09,3,9.4,17,5,Scarus taeniopterus,TP,24,1,0.144378,2.3852,24,282.8660821
Bonaire,Bachelor's Beach,2019-09-09,3,9.4,17,5,Scarus vetula,IP,16,1,0.01445,3.03,16,64.32079366
Bonaire,Bachelor's Beach,2019-09-09,3,9.4,17,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Bachelor's Beach,2019-09-09,4,11.9,16,5,Scarus vetula,IP,24,1,0.01445,3.03,24,219.7393874
Bonaire,Bachelor's Beach,2019-09-09,4,11.9,16,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Bachelor's Beach,2019-09-09,4,11.9,16,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Bachelor's Beach,2019-09-09,4,11.9,16,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Bachelor's Beach,2019-09-09,4,11.9,16,5,Scarus taeniopterus,TP,28,1,0.144378,2.3852,28,408.5661271
Bonaire,Bachelor's Beach,2019-09-09,4,11.9,16,5,Sparisoma viride,TP,30,1,0.025067,2.9214,30,518.0413119
Bonaire,Bachelor's Beach,2019-09-09,5,12.2,19,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
Bonaire,Bachelor's Beach,2019-09-09,5,12.2,19,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Bachelor's Beach,2019-09-09,5,12.2,19,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Bachelor's Beach,2019-09-09,5,12.2,19,5,Scarus vetula,IP,29,1,0.01445,3.03,29,389.8825346
Bonaire,Bachelor's Beach,2019-09-09,5,12.2,19,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Bachelor's Beach,2019-09-09,6,11.6,17,5,Sparisoma viride,TP,33,1,0.025067,2.9214,33,684.3668821
Bonaire,Bachelor's Beach,2019-09-09,6,11.6,17,5,Sparisoma viride,TP,31,1,0.025067,2.9214,31,570.1201798
Bonaire,Bachelor's Beach,2019-09-09,6,11.6,17,5,Sparisoma viride,IP,24,1,0.025067,2.9214,24,269.9302038
Bonaire,Bachelor's Beach,2019-09-09,6,11.6,17,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Bachelor's Beach,2019-09-09,6,11.6,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Bachelor's Beach,2019-09-09,6,11.6,17,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Bachelor's Beach,2019-09-09,6,11.6,17,5,Scarus vetula,IP,17,1,0.01445,3.03,17,77.29084919
Bonaire,Bachelor's Beach,2019-09-09,6,11.6,17,5,Scarus vetula,IP,18,1,0.01445,3.03,18,91.90593074
Bonaire,Bachelor's Beach,2019-09-09,7,12.2,18,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Bachelor's Beach,2019-09-09,7,12.2,18,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Bachelor's Beach,2019-09-09,7,12.2,18,5,Sparisoma viride,IP,29,1,0.025067,2.9214,29,469.1933759
Bonaire,Bachelor's Beach,2019-09-09,7,12.2,18,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Bachelor's Beach,2019-09-09,7,12.2,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Bachelor's Beach,2019-09-09,7,12.2,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Bachelor's Beach,2019-09-09,7,12.2,18,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Cliff,2019-09-09,4,9.1,18,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Cliff,2019-09-09,4,9.1,18,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Cliff,2019-09-09,4,9.1,18,5,Sparisoma viride,IP,20,1,0.025067,2.9214,20,158.4642832
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus taeniopterus,TP,28,1,0.144378,2.3852,28,408.5661271
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Sparisoma viride,TP,31,1,0.025067,2.9214,31,570.1201798
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Cliff,2019-09-09,5,10.4,16,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Karpata,2019-09-10,1,15.8,20,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Karpata,2019-09-10,1,15.8,20,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Karpata,2019-09-10,1,15.8,20,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-10,1,15.8,20,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-10,2,14.6,18,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Karpata,2019-09-10,2,14.6,18,5,Sparisoma viride,TP,34,1,0.025067,2.9214,34,746.7321832
Bonaire,Karpata,2019-09-10,2,14.6,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-10,2,14.6,18,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Karpata,2019-09-10,2,14.6,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Karpata,2019-09-10,2,14.6,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Karpata,2019-09-10,2,14.6,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-10,3,14.3,20,5,Sparisoma viride,TP,31,1,0.025067,2.9214,31,570.1201798
Bonaire,Karpata,2019-09-10,3,14.3,20,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Karpata,2019-09-10,3,14.3,20,5,Scarus vetula,IP,29,1,0.01445,3.03,29,389.8825346
Bonaire,Karpata,2019-09-10,4,14.6,20,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Karpata,2019-09-10,4,14.6,20,5,Scarus taeniopterus,TP,21,1,0.144378,2.3852,21,205.7114584
Bonaire,Karpata,2019-09-10,5,14,18,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Karpata,2019-09-10,5,14,18,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Karpata,2019-09-10,5,14,18,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Karpata,2019-09-10,5,14,18,5,Scarus taeniopterus,TP,22,1,0.144378,2.3852,22,229.8516363
Bonaire,Karpata,2019-09-10,5,14,18,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Karpata,2019-09-10,5,14,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Karpata,2019-09-10,5,14,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Karpata,2019-09-10,5,14,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-10,5,14,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-10,6,13.4,20,5,Sparisoma viride,IP,24,1,0.025067,2.9214,24,269.9302038
Bonaire,Karpata,2019-09-10,6,13.4,20,5,Sparisoma viride,TP,33,1,0.025067,2.9214,33,684.3668821
Bonaire,Karpata,2019-09-10,6,13.4,20,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Karpata,2019-09-10,6,13.4,20,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Karpata,2019-09-10,6,13.4,20,5,Scarus taeniopterus,TP,23,1,0.144378,2.3852,23,255.56081
Bonaire,Karpata,2019-09-10,6,13.4,20,5,Scarus vetula,IP,21,1,0.01445,3.03,21,146.6196945
Bonaire,Karpata,2019-09-10,7,6.1,19,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Karpata,2019-09-10,7,6.1,19,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Karpata,2019-09-10,7,6.1,19,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Karpata,2019-09-10,7,6.1,19,5,Sparisoma viride,IP,18,1,0.025067,2.9214,18,116.4810984
Bonaire,Karpata,2019-09-10,7,6.1,19,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Karpata,2019-09-10,7,6.1,19,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-10,8,6.4,16,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-10,8,6.4,16,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Karpata,2019-09-10,8,6.4,16,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Karpata,2019-09-10,8,6.4,16,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Karpata,2019-09-10,8,6.4,16,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Karpata,2019-09-10,8,6.4,16,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Karpata,2019-09-10,8,6.4,16,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-10,8,6.4,16,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-10,9,5.8,17,5,Scarus vetula,IP,24,1,0.01445,3.03,24,219.7393874
Bonaire,Karpata,2019-09-10,9,5.8,17,5,Sparisoma viride,IP,18,1,0.025067,2.9214,18,116.4810984
Bonaire,Karpata,2019-09-10,9,5.8,17,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Karpata,2019-09-10,9,5.8,17,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
Bonaire,Karpata,2019-09-10,9,5.8,17,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Karpata,2019-09-10,10,6.4,17,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Karpata,2019-09-10,10,6.4,17,5,Scarus taeniopterus,IP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Karpata,2019-09-10,11,6.1,16,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Karpata,2019-09-10,11,6.1,16,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
Bonaire,Karpata,2019-09-10,11,6.1,16,5,Scarus vetula,IP,19,1,0.01445,3.03,19,108.2657922
Bonaire,Karpata,2019-09-10,11,6.1,16,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Karpata,2019-09-10,12,6.1,16,5,Scarus vetula,TP,31,1,0.01445,3.03,31,477.1926869
Bonaire,Karpata,2019-09-10,12,6.1,16,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Karpata,2019-09-10,12,6.1,16,5,Sparisoma viride,IP,17,1,0.025067,2.9214,17,98.56797625
Bonaire,Karpata,2019-09-10,12,6.1,16,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Karpata,2019-09-10,13,5.5,16,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Karpata,2019-09-10,13,5.5,16,5,Scarus vetula,IP,16,1,0.01445,3.03,16,64.32079366
Bonaire,Karpata,2019-09-10,13,5.5,16,5,Scarus vetula,IP,22,1,0.01445,3.03,22,168.8140426
Bonaire,Karpata,2019-09-10,13,5.5,16,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Karpata,2019-09-10,13,5.5,16,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-10,13,5.5,16,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Karpata,2019-09-10,14,5.8,16,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Karpata,2019-09-10,14,5.8,16,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Karpata,2019-09-10,14,5.8,16,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
Bonaire,Karpata,2019-09-10,14,5.8,16,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Karpata,2019-09-10,14,5.8,16,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Karpata,2019-09-10,14,5.8,16,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-10,14,5.8,16,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Karpata,2019-09-10,15,4.9,17,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-10,15,4.9,17,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Karpata,2019-09-10,15,4.9,17,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-10,15,4.9,17,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-10,15,4.9,17,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Karpata,2019-09-10,15,4.9,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-10,15,4.9,17,5,Scarus vetula,IP,24,1,0.01445,3.03,24,219.7393874
Bonaire,Tolo,2019-09-10,1,14.3,19,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,1,14.3,19,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Tolo,2019-09-10,1,14.3,19,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-10,1,14.3,19,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Tolo,2019-09-10,1,14.3,19,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-10,2,15.2,18,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-10,2,15.2,18,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Tolo,2019-09-10,2,15.2,18,5,Scarus taeniopterus,IP,21,1,0.144378,2.3852,21,205.7114584
Bonaire,Tolo,2019-09-10,2,15.2,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Tolo,2019-09-10,2,15.2,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-10,2,15.2,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,2,15.2,18,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Tolo,2019-09-10,2,15.2,18,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Tolo,2019-09-10,3,15.5,18,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Tolo,2019-09-10,3,15.5,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,3,15.5,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,3,15.5,18,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
Bonaire,Tolo,2019-09-10,3,15.5,18,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-10,3,15.5,18,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-10,4,15.2,20,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Tolo,2019-09-10,4,15.2,20,5,Sparisoma viride,TP,31,1,0.025067,2.9214,31,570.1201798
Bonaire,Tolo,2019-09-10,4,15.2,20,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Tolo,2019-09-10,4,15.2,20,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Tolo,2019-09-10,4,15.2,20,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Tolo,2019-09-10,5,15.2,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Tolo,2019-09-10,5,15.2,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,5,15.2,18,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-10,5,15.2,18,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
Bonaire,Tolo,2019-09-10,5,15.2,18,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Tolo,2019-09-10,5,15.2,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,5,15.2,18,5,Scarus taeniopterus,TP,23,1,0.144378,2.3852,23,255.56081
Bonaire,Tolo,2019-09-10,6,7,16,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Tolo,2019-09-10,6,7,16,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Tolo,2019-09-10,6,7,16,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Tolo,2019-09-10,6,7,16,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
Bonaire,Tolo,2019-09-10,6,7,16,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-10,6,7,16,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,7,7,17,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-10,7,7,17,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Tolo,2019-09-10,7,7,17,5,Scarus vetula,IP,17,1,0.01445,3.03,17,77.29084919
Bonaire,Tolo,2019-09-10,7,7,17,5,Scarus vetula,IP,20,1,0.01445,3.03,20,126.4703539
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Scarus vetula,IP,21,1,0.01445,3.03,21,146.6196945
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
Bonaire,Tolo,2019-09-10,8,6.7,17,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Tolo,2019-09-10,9,6.7,17,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
Bonaire,Tolo,2019-09-10,9,6.7,17,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Tolo,2019-09-10,9,6.7,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-10,9,6.7,17,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Tolo,2019-09-10,9,6.7,17,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Tolo,2019-09-10,9,6.7,17,5,Sparisoma viride,TP,31,1,0.025067,2.9214,31,570.1201798
